datetime,year,month,day,hour,weekday,season,district,is_ub,horoo,cause,cause_raw
2019-07-17 19:54:00,2019,7,17,19,2,Зун,Баянгол,TRUE,16,Ил гал,Ил гал
2019-07-18 01:30:00,2019,7,18,1,3,Зун,Баянгол,TRUE,6,Ил гал,Ил гал
2019-07-21 17:51:00,2019,7,21,17,6,Зун,Баянгол,TRUE,12,Ил гал,Ил гал
2019-07-24 16:31:00,2019,7,24,16,2,Зун,Баянгол,TRUE,17,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-07-25 23:51:00,2019,7,25,23,3,Зун,Баянгол,TRUE,20,Ил гал,Ил гал
2019-07-26 11:00:00,2019,7,26,11,4,Зун,Баянгол,TRUE,4,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-07-27 17:41:00,2019,7,27,17,5,Зун,Баянгол,TRUE,12,Цахилгаан,Цахилгааны утас
2019-07-29 06:21:00,2019,7,29,6,0,Зун,Баянгол,TRUE,8,Ил гал,Ил гал
2019-07-31 05:21:00,2019,7,31,5,2,Зун,Баянгол,TRUE,14,Цахилгаан,Цахилгааны техникийн гэмтлээс
2019-08-07 06:45:00,2019,8,7,6,2,Зун,Баянгол,TRUE,1,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2019-08-07 08:42:00,2019,8,7,8,2,Зун,Баянгол,TRUE,18,Цахилгаан,Цахилгааны утас
2019-08-08 01:04:00,2019,8,8,1,3,Зун,Баянгол,TRUE,12,Ил гал,Ил гал
2019-08-10 19:06:00,2019,8,10,19,5,Зун,Баянгол,TRUE,12,Ил гал,Ил гал
2019-08-11 12:03:00,2019,8,11,12,6,Зун,Баянгол,TRUE,6,Ил гал,Ил гал
2019-08-14 05:04:00,2019,8,14,5,2,Зун,Баянгол,TRUE,1,Ил гал,Ил гал
2019-08-14 14:52:00,2019,8,14,14,2,Зун,Баянгол,TRUE,15,Ил гал,Ил гал
2019-08-16 23:17:00,2019,8,16,23,4,Зун,Баянгол,TRUE,13,Ил гал,Ил гал
2019-08-17 16:50:00,2019,8,17,16,5,Зун,Баянгол,TRUE,20,Бусад,Архидан согтуурснаас
2019-08-21 21:14:00,2019,8,21,21,2,Зун,Баянгол,TRUE,2,Бусад,Архидан согтуурснаас
2019-08-21 22:51:00,2019,8,21,22,2,Зун,Баянгол,TRUE,5,Ил гал,Ил гал
2019-08-22 15:50:00,2019,8,22,15,3,Зун,Баянгол,TRUE,17,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-08-22 23:30:00,2019,8,22,23,3,Зун,Баянгол,TRUE,10,Ил гал,Ил гал
2019-08-24 18:12:00,2019,8,24,18,5,Зун,Баянгол,TRUE,20,Ил гал,Ил гал
2019-08-24 21:26:00,2019,8,24,21,5,Зун,Баянгол,TRUE,2,Ил гал,Ил гал
2019-08-25 12:00:00,2019,8,25,12,6,Зун,Баянгол,TRUE,5,Ил гал,Ил гал
2019-08-25 20:47:00,2019,8,25,20,6,Зун,Баянгол,TRUE,1,Ил гал,Ил гал
2019-08-25 23:51:00,2019,8,25,23,6,Зун,Баянгол,TRUE,20,Худал дуудлага,худал
2019-08-29 18:29:00,2019,8,29,18,3,Зун,Баянгол,TRUE,5,Ил гал,Ил гал
2019-08-29 20:46:00,2019,8,29,20,3,Зун,Баянгол,TRUE,16,Ил гал,Ил гал
2019-08-31 04:05:00,2019,8,31,4,5,Зун,Баянгол,TRUE,14,Ил гал,Ил гал
2019-08-31 20:13:00,2019,8,31,20,5,Зун,Баянгол,TRUE,14,Ил гал,Ил гал
2019-09-01 10:33:00,2019,9,1,10,6,Намар,Баянгол,TRUE,12,Ил гал,Ил гал
2019-09-03 01:59:00,2019,9,3,1,1,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-09-04 23:07:00,2019,9,4,23,2,Намар,Баянгол,TRUE,12,Ил гал,Ил гал
2019-09-05 18:21:00,2019,9,5,18,3,Намар,Баянгол,TRUE,2,Ил гал,Ил гал
2019-09-06 00:02:00,2019,9,6,0,4,Намар,Баянгол,TRUE,8,Ил гал,Ил гал
2019-09-07 08:54:00,2019,9,7,8,5,Намар,Баянгол,TRUE,22,Ил гал,Ил гал
2019-09-07 18:59:00,2019,9,7,18,5,Намар,Баянгол,TRUE,3,Ил гал,Ил гал
2019-09-08 03:25:00,2019,9,8,3,6,Намар,Баянгол,TRUE,20,Худал дуудлага,худал
2019-09-08 16:01:00,2019,9,8,16,6,Намар,Баянгол,TRUE,8,Ил гал,Ил гал
2019-09-09 21:24:00,2019,9,9,21,0,Намар,Баянгол,TRUE,4,Ил гал,Ил гал
2019-09-10 14:56:00,2019,9,10,14,1,Намар,Баянгол,TRUE,7,Ил гал,Ил гал
2019-09-13 08:37:00,2019,9,13,8,4,Намар,Баянгол,TRUE,4,Ил гал,Ил гал
2019-09-13 12:15:00,2019,9,13,12,4,Намар,Баянгол,TRUE,5,Ил гал,Ил гал
2019-09-14 23:21:00,2019,9,14,23,5,Намар,Баянгол,TRUE,18,Ил гал,Ил гал
2019-09-18 01:00:00,2019,9,18,1,2,Намар,Баянгол,TRUE,6,Ил гал,Ил гал
2019-09-18 11:23:00,2019,9,18,11,2,Намар,Баянгол,TRUE,11,Цахилгаан,Цахилгааны техникийн гэмтлээс
2019-09-18 21:06:00,2019,9,18,21,2,Намар,Баянгол,TRUE,5,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2019-09-19 14:09:00,2019,9,19,14,3,Намар,Баянгол,TRUE,3,Ил гал,Ил гал
2019-09-19 20:38:00,2019,9,19,20,3,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-09-19 22:19:00,2019,9,19,22,3,Намар,Баянгол,TRUE,6,Ил гал,Ил гал
2019-09-20 19:21:00,2019,9,20,19,4,Намар,Баянгол,TRUE,2,Ил гал,Ил гал
2019-09-21 16:28:00,2019,9,21,16,5,Намар,Баянгол,TRUE,16,Цахилгаан,Цахилгааны техникийн гэмтлээс
2019-09-22 16:45:00,2019,9,22,16,6,Намар,Баянгол,TRUE,7,Ил гал,Ил гал
2019-09-22 16:51:00,2019,9,22,16,6,Намар,Баянгол,TRUE,5,Ил гал,Ил гал
2019-09-22 22:10:00,2019,9,22,22,6,Намар,Баянгол,TRUE,4,Ил гал,Ил гал
2019-09-27 11:39:00,2019,9,27,11,4,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-09-27 13:21:00,2019,9,27,13,4,Намар,Баянгол,TRUE,20,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-09-27 16:24:00,2019,9,27,16,4,Намар,Баянгол,TRUE,3,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-09-28 22:57:00,2019,9,28,22,5,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-10-03 18:59:00,2019,10,3,18,3,Намар,Баянгол,TRUE,12,Ил гал,Ил гал
2019-10-04 00:22:00,2019,10,4,0,4,Намар,Баянгол,TRUE,11,Яндан/цонолт,"Пийшин, зуух яндангийн цоонолт"
2019-10-05 21:46:00,2019,10,5,21,5,Намар,Баянгол,TRUE,18,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-10-06 19:05:00,2019,10,6,19,6,Намар,Баянгол,TRUE,12,Ил гал,Ил гал
2019-10-07 12:32:00,2019,10,7,12,0,Намар,Баянгол,TRUE,16,Ил гал,Ил гал
2019-10-08 12:56:00,2019,10,8,12,1,Намар,Баянгол,TRUE,19,Ил гал,Ил гал
2019-10-08 19:08:00,2019,10,8,19,1,Намар,Баянгол,TRUE,3,Ил гал,Ил гал
2019-10-09 12:14:00,2019,10,9,12,2,Намар,Баянгол,TRUE,4,Ил гал,Ил гал
2019-10-10 18:29:00,2019,10,10,18,3,Намар,Баянгол,TRUE,3,Ил гал,Ил гал
2019-10-14 21:37:00,2019,10,14,21,0,Намар,Баянгол,TRUE,4,Ил гал,Ил гал
2019-10-15 00:25:00,2019,10,15,0,1,Намар,Баянгол,TRUE,14,Ил гал,Ил гал
2019-10-15 08:27:00,2019,10,15,8,1,Намар,Баянгол,TRUE,2,Ил гал,Ил гал
2019-10-17 15:44:00,2019,10,17,15,3,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-10-18 18:27:00,2019,10,18,18,4,Намар,Баянгол,TRUE,21,Яндан/цонолт,Яндангийн цонолт
2019-10-21 01:07:00,2019,10,21,1,0,Намар,Баянгол,TRUE,5,Цахилгаан,Цахилгааны техникийн гэмтлээс
2019-10-21 13:09:00,2019,10,21,13,0,Намар,Баянгол,TRUE,11,Ил гал,Ил гал
2019-10-21 16:21:00,2019,10,21,16,0,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-10-21 16:50:00,2019,10,21,16,0,Намар,Баянгол,TRUE,17,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2019-10-24 13:50:00,2019,10,24,13,3,Намар,Баянгол,TRUE,4,Ил гал,Ил гал
2019-10-24 17:48:00,2019,10,24,17,3,Намар,Баянгол,TRUE,1,Ил гал,Ил гал
2019-10-27 19:07:00,2019,10,27,19,6,Намар,Баянгол,TRUE,23,Яндан/цонолт,Яндангийн цонолт
2019-10-28 09:32:00,2019,10,28,9,0,Намар,Баянгол,TRUE,1,Ил гал,Ил гал
2019-10-28 22:29:00,2019,10,28,22,0,Намар,Баянгол,TRUE,22,Цахилгаан,Цахилгааны угсралтын буруугаас
2019-10-29 19:59:00,2019,10,29,19,1,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-11-02 23:39:00,2019,11,2,23,5,Намар,Баянгол,TRUE,16,Яндан/цонолт,Яндангийн цонолт
2019-11-03 02:50:00,2019,11,3,2,6,Намар,Баянгол,TRUE,1,Ил гал,Ил гал
2019-11-03 15:48:00,2019,11,3,15,6,Намар,Баянгол,TRUE,4,Ил гал,Ил гал
2019-11-04 08:27:00,2019,11,4,8,0,Намар,Баянгол,TRUE,7,Ил гал,Ил гал
2019-11-05 04:44:00,2019,11,5,4,1,Намар,Баянгол,TRUE,9,Ил гал,Ил гал
2019-11-05 19:56:00,2019,11,5,19,1,Намар,Баянгол,TRUE,21,Ил гал,Ил гал
2019-11-09 03:21:00,2019,11,9,3,5,Намар,Баянгол,TRUE,4,Ил гал,Ил гал
2019-11-11 02:46:00,2019,11,11,2,0,Намар,Баянгол,TRUE,1,Ил гал,Ил гал
2019-11-12 12:34:00,2019,11,12,12,1,Намар,Баянгол,TRUE,5,Ил гал,Ил гал
2019-11-13 20:06:00,2019,11,13,20,2,Намар,Баянгол,TRUE,10,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2019-11-14 13:08:00,2019,11,14,13,3,Намар,Баянгол,TRUE,16,Ил гал,Ил гал
2019-11-17 13:05:00,2019,11,17,13,6,Намар,Баянгол,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-11-19 08:44:00,2019,11,19,8,1,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-11-19 22:33:00,2019,11,19,22,1,Намар,Баянгол,TRUE,20,Ил гал,Ил гал
2019-11-20 00:37:00,2019,11,20,0,2,Намар,Баянгол,TRUE,2,Ил гал,Ил гал
2019-11-20 21:20:00,2019,11,20,21,2,Намар,Баянгол,TRUE,16,Яндан/цонолт,Яндангийн цонолт
2019-11-26 21:20:00,2019,11,26,21,1,Намар,Баянгол,TRUE,23,Яндан/цонолт,Яндангийн цонолт
2019-11-28 23:56:00,2019,11,28,23,3,Намар,Баянгол,TRUE,11,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2019-11-30 05:17:00,2019,11,30,5,5,Намар,Баянгол,TRUE,1,Ил гал,Ил гал
2019-11-30 14:28:00,2019,11,30,14,5,Намар,Баянгол,TRUE,10,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2019-12-01 21:10:00,2019,12,1,21,6,Өвөл,Баянгол,TRUE,6,Ил гал,Ил гал
2019-12-02 16:33:00,2019,12,2,16,0,Өвөл,Баянгол,TRUE,16,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2019-12-05 06:42:00,2019,12,5,6,3,Өвөл,Баянгол,TRUE,18,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-12-07 05:26:00,2019,12,7,5,5,Өвөл,Баянгол,TRUE,16,Цахилгаан,Цахилгааны угсралтын буруугаас
2019-12-07 16:05:00,2019,12,7,16,5,Өвөл,Баянгол,TRUE,10,Ил гал,Ил гал
2019-12-07 21:15:00,2019,12,7,21,5,Өвөл,Баянгол,TRUE,17,Цахилгаан,Цахилгааны техникийн гэмтлээс
2019-12-09 15:07:00,2019,12,9,15,0,Өвөл,Баянгол,TRUE,13,Ил гал,Ил гал
2019-12-10 12:35:00,2019,12,10,12,1,Өвөл,Баянгол,TRUE,8,Худал дуудлага,худал
2019-12-11 10:55:00,2019,12,11,10,2,Өвөл,Баянгол,TRUE,20,Ил гал,Ил гал
2019-12-11 12:31:00,2019,12,11,12,2,Өвөл,Баянгол,TRUE,8,Ил гал,Ил гал
2019-12-11 18:34:00,2019,12,11,18,2,Өвөл,Баянгол,TRUE,22,Цахилгаан,Цахилгааны угсралтын буруугаас
2019-12-12 21:00:00,2019,12,12,21,3,Өвөл,Баянгол,TRUE,1,Ил гал,Ил гал
2019-12-13 01:35:00,2019,12,13,1,4,Өвөл,Баянгол,TRUE,6,Цахилгаан,Цахилгааны угсралтын буруугаас
2019-12-13 20:31:00,2019,12,13,20,4,Өвөл,Баянгол,TRUE,3,Ил гал,Ил гал
2019-12-14 04:14:00,2019,12,14,4,5,Өвөл,Баянгол,TRUE,4,Ил гал,Ил гал
2019-12-16 17:03:00,2019,12,16,17,0,Өвөл,Баянгол,TRUE,21,Цахилгаан,Цахилгааны угсралтын буруугаас
2019-12-16 21:33:00,2019,12,16,21,0,Өвөл,Баянгол,TRUE,16,Ил гал,Ил гал
2019-12-18 00:37:00,2019,12,18,0,2,Өвөл,Баянгол,TRUE,6,Ил гал,Ил гал
2019-12-18 20:05:00,2019,12,18,20,2,Өвөл,Баянгол,TRUE,13,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-12-19 20:33:00,2019,12,19,20,3,Өвөл,Баянгол,TRUE,3,Ил гал,Ил гал
2019-12-22 22:48:00,2019,12,22,22,6,Өвөл,Баянгол,TRUE,6,Ил гал,Ил гал
2019-12-24 04:53:00,2019,12,24,4,1,Өвөл,Баянгол,TRUE,11,Яндан/цонолт,Яндангийн цонолт
2019-12-25 00:19:00,2019,12,25,0,2,Өвөл,Баянгол,TRUE,6,Ил гал,Ил гал
2019-12-26 14:11:00,2019,12,26,14,3,Өвөл,Баянгол,TRUE,12,Ил гал,Ил гал
2019-12-26 22:17:00,2019,12,26,22,3,Өвөл,Баянгол,TRUE,11,Цахилгаан,Цахилгааны угсралтын буруугаас
2019-12-27 11:31:00,2019,12,27,11,4,Өвөл,Баянгол,TRUE,4,Ил гал,Ил гал
2019-12-27 14:45:00,2019,12,27,14,4,Өвөл,Баянгол,TRUE,11,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2019-12-28 21:11:00,2019,12,28,21,5,Өвөл,Баянгол,TRUE,22,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2019-12-29 21:10:00,2019,12,29,21,6,Өвөл,Баянгол,TRUE,9,Ил гал,Ил гал
2019-12-30 09:07:00,2019,12,30,9,0,Өвөл,Баянгол,TRUE,21,Яндан/цонолт,Яндангийн цонолт
2020-01-01 02:17:00,2020,1,1,2,2,Өвөл,Баянгол,TRUE,12,Ил гал,Ил гал
2020-01-01 05:03:00,2020,1,1,5,2,Өвөл,Баянгол,TRUE,3,Ил гал,Ил гал
2020-01-02 13:11:00,2020,1,2,13,3,Өвөл,Баянгол,TRUE,15,Ил гал,Ил гал
2020-01-04 14:03:00,2020,1,4,14,5,Өвөл,Баянгол,TRUE,11,Ил гал,Ил гал
2020-01-05 13:39:00,2020,1,5,13,6,Өвөл,Баянгол,TRUE,5,Ил гал,Ил гал
2020-01-05 17:05:00,2020,1,5,17,6,Өвөл,Баянгол,TRUE,10,Ил гал,Ил гал
2020-01-05 23:37:00,2020,1,5,23,6,Өвөл,Баянгол,TRUE,17,Ил гал,Ил гал
2020-01-08 23:35:00,2020,1,8,23,2,Өвөл,Баянгол,TRUE,20,Ил гал,Ил гал
2020-01-12 10:41:00,2020,1,12,10,6,Өвөл,Баянгол,TRUE,21,Яндан/цонолт,Яндангийн цонолт
2020-01-13 01:23:00,2020,1,13,1,0,Өвөл,Баянгол,TRUE,1,Ил гал,Ил гал
2020-01-14 16:58:00,2020,1,14,16,1,Өвөл,Баянгол,TRUE,10,Яндан/цонолт,Яндангийн цонолт
2020-01-16 15:22:00,2020,1,16,15,3,Өвөл,Баянгол,TRUE,10,Яндан/цонолт,Яндангийн цонолт
2020-01-17 20:05:00,2020,1,17,20,4,Өвөл,Баянгол,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-01-17 23:35:00,2020,1,17,23,4,Өвөл,Баянгол,TRUE,6,Ил гал,Ил гал
2020-01-18 12:33:00,2020,1,18,12,5,Өвөл,Баянгол,TRUE,7,Ил гал,Ил гал
2020-01-18 21:09:00,2020,1,18,21,5,Өвөл,Баянгол,TRUE,1,Худал дуудлага,худал
2020-01-19 07:16:00,2020,1,19,7,6,Өвөл,Баянгол,TRUE,20,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-01-23 02:56:00,2020,1,23,2,3,Өвөл,Баянгол,TRUE,22,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-01-26 12:16:00,2020,1,26,12,6,Өвөл,Баянгол,TRUE,9,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-01-28 20:54:00,2020,1,28,20,1,Өвөл,Баянгол,TRUE,18,Ил гал,Ил гал
2020-01-29 04:39:00,2020,1,29,4,2,Өвөл,Баянгол,TRUE,5,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-01-29 13:29:00,2020,1,29,13,2,Өвөл,Баянгол,TRUE,20,Цахилгаан,Цахилгааны угсралтын буруугаас
2020-01-29 23:21:00,2020,1,29,23,2,Өвөл,Баянгол,TRUE,16,Ил гал,Ил гал
2020-01-30 12:24:00,2020,1,30,12,3,Өвөл,Баянгол,TRUE,6,Цахилгаан,Цахилгааны угсралтын буруугаас
2020-01-30 17:49:00,2020,1,30,17,3,Өвөл,Баянгол,TRUE,1,Ил гал,Ил гал
2020-02-01 06:37:00,2020,2,1,6,5,Өвөл,Баянгол,TRUE,4,Ил гал,Ил гал
2020-02-04 08:20:00,2020,2,4,8,1,Өвөл,Баянгол,TRUE,7,Ил гал,Ил гал
2020-02-05 21:38:00,2020,2,5,21,2,Өвөл,Баянгол,TRUE,15,Ил гал,Ил гал
2020-02-05 21:56:00,2020,2,5,21,2,Өвөл,Баянгол,TRUE,16,Бусад,Шалтгаан тогтоогдоогүй
2020-02-08 00:54:00,2020,2,8,0,5,Өвөл,Баянгол,TRUE,16,Бусад,Шалтгаан тогтоогдоогүй
2020-02-11 15:56:00,2020,2,11,15,1,Өвөл,Баянгол,TRUE,9,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-02-11 17:05:00,2020,2,11,17,1,Өвөл,Баянгол,TRUE,20,Ил гал,Ил гал
2020-02-15 01:49:00,2020,2,15,1,5,Өвөл,Баянгол,TRUE,2,Ил гал,Ил гал
2020-02-16 22:32:00,2020,2,16,22,6,Өвөл,Баянгол,TRUE,21,Цахилгаан,Цахилгааны угсралтын буруугаас
2020-02-17 14:08:00,2020,2,17,14,0,Өвөл,Баянгол,TRUE,20,Ил гал,Ил гал
2020-02-18 02:32:00,2020,2,18,2,1,Өвөл,Баянгол,TRUE,15,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-02-18 12:09:00,2020,2,18,12,1,Өвөл,Баянгол,TRUE,2,Ил гал,Ил гал
2020-02-19 23:40:00,2020,2,19,23,2,Өвөл,Баянгол,TRUE,6,Ил гал,Ил гал
2020-02-20 20:49:00,2020,2,20,20,3,Өвөл,Баянгол,TRUE,16,Яндан/цонолт,Яндангийн цонолт
2020-02-25 19:44:00,2020,2,25,19,1,Өвөл,Баянгол,TRUE,4,Ил гал,Ил гал
2020-03-02 20:30:00,2020,3,2,20,0,Хавар,Баянгол,TRUE,15,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-03-03 18:54:00,2020,3,3,18,1,Хавар,Баянгол,TRUE,20,Ил гал,Ил гал
2020-03-04 07:21:00,2020,3,4,7,2,Хавар,Баянгол,TRUE,3,Цахилгаан,Цахилгааны угсралтын буруугаас
2020-03-08 12:42:00,2020,3,8,12,6,Хавар,Баянгол,TRUE,6,Ил гал,Ил гал
2020-03-08 13:15:00,2020,3,8,13,6,Хавар,Баянгол,TRUE,7,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-03-11 21:56:00,2020,3,11,21,2,Хавар,Баянгол,TRUE,8,Ил гал,Ил гал
2020-03-12 11:52:00,2020,3,12,11,3,Хавар,Баянгол,TRUE,12,Ил гал,Ил гал
2020-03-17 07:54:00,2020,3,17,7,1,Хавар,Баянгол,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-03-18 16:43:00,2020,3,18,16,2,Хавар,Баянгол,TRUE,8,Ил гал,Ил гал
2020-03-19 12:50:00,2020,3,19,12,3,Хавар,Баянгол,TRUE,11,Ил гал,Ил гал
2020-03-20 11:23:00,2020,3,20,11,4,Хавар,Баянгол,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-03-23 14:45:00,2020,3,23,14,0,Хавар,Баянгол,TRUE,1,Ил гал,Ил гал
2020-03-24 15:53:00,2020,3,24,15,1,Хавар,Баянгол,TRUE,4,Ил гал,Ил гал
2020-03-27 03:24:00,2020,3,27,3,4,Хавар,Баянгол,TRUE,19,Худал дуудлага,худал
2020-03-27 03:32:00,2020,3,27,3,4,Хавар,Баянгол,TRUE,23,Бусад,Шалтгаан тогтоогдоогүй
2020-03-27 10:29:00,2020,3,27,10,4,Хавар,Баянгол,TRUE,20,Ил гал,Ил гал
2020-03-28 18:23:00,2020,3,28,18,5,Хавар,Баянгол,TRUE,10,Худал дуудлага,худал
2020-03-29 18:52:00,2020,3,29,18,6,Хавар,Баянгол,TRUE,20,Цахилгаан,Цахилгааны угсралтын буруугаас
2020-04-07 13:54:00,2020,4,7,13,1,Хавар,Баянгол,TRUE,21,Ил гал,Ил гал
2020-04-08 19:19:00,2020,4,8,19,2,Хавар,Баянгол,TRUE,7,Ил гал,Ил гал
2020-04-11 14:49:00,2020,4,11,14,5,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-04-11 15:40:00,2020,4,11,15,5,Хавар,Баянгол,TRUE,20,Ил гал,Ил гал
2020-04-12 10:55:00,2020,4,12,10,6,Хавар,Баянгол,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-04-12 15:14:00,2020,4,12,15,6,Хавар,Баянгол,TRUE,4,Ил гал,Ил гал
2020-04-13 03:04:00,2020,4,13,3,0,Хавар,Баянгол,TRUE,12,Ил гал,Ил гал
2020-04-13 14:33:00,2020,4,13,14,0,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-04-14 00:57:00,2020,4,14,0,1,Хавар,Баянгол,TRUE,7,Ил гал,Ил гал
2020-04-14 17:30:00,2020,4,14,17,1,Хавар,Баянгол,TRUE,23,Ил гал,Ил гал
2020-04-16 18:12:00,2020,4,16,18,3,Хавар,Баянгол,TRUE,7,Ил гал,Ил гал
2020-04-17 15:04:00,2020,4,17,15,4,Хавар,Баянгол,TRUE,4,Ил гал,Ил гал
2020-04-17 22:13:00,2020,4,17,22,4,Хавар,Баянгол,TRUE,20,Бусад,Шалтгаан тогтоогдоогүй
2020-04-18 19:13:00,2020,4,18,19,5,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-04-19 07:38:00,2020,4,19,7,6,Хавар,Баянгол,TRUE,20,Ил гал,Ил гал
2020-04-19 22:49:00,2020,4,19,22,6,Хавар,Баянгол,TRUE,4,Цахилгаан,Цахилгааны угсралтын буруугаас
2020-04-22 13:32:00,2020,4,22,13,2,Хавар,Баянгол,TRUE,2,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2020-04-22 17:11:00,2020,4,22,17,2,Хавар,Баянгол,TRUE,6,Ил гал,Ил гал
2020-04-23 14:53:00,2020,4,23,14,3,Хавар,Баянгол,TRUE,10,Ил гал,Ил гал
2020-04-25 00:44:00,2020,4,25,0,5,Хавар,Баянгол,TRUE,7,Ил гал,Ил гал
2020-04-25 16:59:00,2020,4,25,16,5,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-04-26 10:56:00,2020,4,26,10,6,Хавар,Баянгол,TRUE,20,Ил гал,Ил гал
2020-04-26 12:14:00,2020,4,26,12,6,Хавар,Баянгол,TRUE,23,Ил гал,Ил гал
2020-04-27 16:26:00,2020,4,27,16,0,Хавар,Баянгол,TRUE,20,Ил гал,Ил гал
2020-04-27 18:26:00,2020,4,27,18,0,Хавар,Баянгол,TRUE,8,Цахилгаан,Цахилгааны угсралтын буруугаас
2020-04-28 13:08:00,2020,4,28,13,1,Хавар,Баянгол,TRUE,20,Ил гал,Ил гал
2020-04-28 19:47:00,2020,4,28,19,1,Хавар,Баянгол,TRUE,14,Ил гал,Ил гал
2020-04-30 19:25:00,2020,4,30,19,3,Хавар,Баянгол,TRUE,21,Ил гал,Ил гал
2020-05-01 20:00:00,2020,5,1,20,4,Хавар,Баянгол,TRUE,5,Ил гал,Ил гал
2020-05-02 04:15:00,2020,5,2,4,5,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-05-03 16:48:00,2020,5,3,16,6,Хавар,Баянгол,TRUE,20,Ил гал,Ил гал
2020-05-03 20:01:00,2020,5,3,20,6,Хавар,Баянгол,TRUE,4,Ил гал,Ил гал
2020-05-04 20:49:00,2020,5,4,20,0,Хавар,Баянгол,TRUE,23,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-05-05 13:36:00,2020,5,5,13,1,Хавар,Баянгол,TRUE,23,Ил гал,Ил гал
2020-05-05 20:34:00,2020,5,5,20,1,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-05-06 23:24:00,2020,5,6,23,2,Хавар,Баянгол,TRUE,14,Ил гал,Ил гал
2020-05-08 10:12:00,2020,5,8,10,4,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-05-10 06:06:00,2020,5,10,6,6,Хавар,Баянгол,TRUE,1,Ил гал,Ил гал
2020-05-10 14:15:00,2020,5,10,14,6,Хавар,Баянгол,TRUE,2,Ил гал,Ил гал
2020-05-11 10:44:00,2020,5,11,10,0,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-05-14 03:27:00,2020,5,14,3,3,Хавар,Баянгол,TRUE,6,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-05-14 22:37:00,2020,5,14,22,3,Хавар,Баянгол,TRUE,19,Ил гал,Ил гал
2020-05-15 20:40:00,2020,5,15,20,4,Хавар,Баянгол,TRUE,3,Ил гал,Ил гал
2020-05-17 17:22:00,2020,5,17,17,6,Хавар,Баянгол,TRUE,7,Ил гал,Ил гал
2020-05-18 08:34:00,2020,5,18,8,0,Хавар,Баянгол,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2020-05-18 23:03:00,2020,5,18,23,0,Хавар,Баянгол,TRUE,17,Ил гал,Ил гал
2020-05-21 21:01:00,2020,5,21,21,3,Хавар,Баянгол,TRUE,1,Цахилгаан,Цахилгаан ашиглалтын буруугаас
